
AAPL:154,7994252988048
AAPL:154,7994252988048
ADI:210,52721755319152
ACST:2,8790571808510643
ACVA:17,386749734042557
AEYE:15,554988563829784
AZN:74,14616117021282
BANX:18,94088297872341
BATRA:42,68437234042553
ADN:4,236362765957445
ACT:31,02367234042552
AADI:1,7982441489361691
AVRO:15,835001694915245
AACI:11,199992537313426
ARLP:22,44691303191489
ASYS:5,3492127659574455
AACG:0,9199026737967917
AROW:25,97117739361702
ADUS:109,07686223404252
AAOI:12,74379175531914
ASRV:2,632986702127659
ACRS:1,2038537234042548
AEIS:103,11993590425536
APTO:1,1809172872340428
ATNF:2,503330319148937
AAME:2,0231844262295082
AAL:12,72448164893616
AMAL:26,474038031914898
AEP:88,86239840425534
BANR:49,828385638297874
AATC:6,96336382978723
AFMD:5,248472340425533
ACABU:11,202006666666668
ADIL:1,371248138297872
ACCD:7,569339893617021
APEI:14,658064361702127
ABIO:32,37499285714287
ABUS:3,1456715425531923
ADAP:1,1503566489361692
AZPN:204,54928670212777
ABVC:1,0117348404255324
ADMA:9,860916223404262
ABSI:4,381916223404254
ACGL:95,36537367021275
ACAXU:6,75
ACRX:0,775025
AAON:83,80264547872343
ADES:2,9075571428571427
AVT:50,261236170212754
ACLS:117,27979414893615
ACIU:3,4708928191489363
ABEO:5,54794175531915
ARKO:6,324748138297873
ADOCR:0,164845
AACIW:0,10621499999999998
AEAE:11,309681818181819
AEMD:1,0553930851063824
ACB:5,40727925531915
ABOS:3,229035904255321
ACOR:13,026015441176469
ACAD:19,14419627659575
ADXN:10,32826022099448
ARTLW:0,01815952380952381
ARQQW:0,13212781456953648
ACHC:74,47692606382978
AFCG:11,299302925531915
ADTX:94,87968510638298
ACNB:37,12091861702128
ACIW:37,24109335106385
ARRY:11,570221542553192
ADSEW:1,959762313432836
ARDS:0,06174205298013247
ASMB:13,757743351063825
ADV:3,775650265957448
ADBE:534,9853074468085
ADSE:10,64619920212766
ADOCW:0,03676052631578947
ADP:250,50988723404265
AMTX:3,4854247340425526
ACTG:4,776127659574467
ARVL:0,9952631578947368
ACGLO:23,159538031914884
AHI:1,8069880952380952
ADTN:5,674674999999999
ACHL:0,9163922872340434
AGNCM:24,895038829787232
AGMH:1,292145698924731
AGNC:9,794425531914895
ACGLN:19,977352127659564
AEZS:7,334635666666671
AEI:1,012059042553192
AGRIW:0,008351818181818184
AGYS:92,66487845744682
AEHL:2,0926587765957465
ALCO:27,768791489361693
AFIB:0,11153430851063818
ALEC:5,687240691489364
AIRTP:17,526887074829943
ASPU:0,19147931034482765
ALF:9,991718421052633
ALGT:58,80928244680851
ALGS:16,645140691489363
AKBA:1,3890683510638293
AIRG:5,631817819148938
AKTX:2,5944833333333337
AFYA:18,427789893617025
ALLT:2,3611271276595747
ACHV:4,610663297872339
ALGM:27,49765292553192
ADNWW:0,01523162162162162
AIRS:5,299161968085108
ADVM:10,574884308510637
AGFY:6,516802127659576
ADPT:3,8099984042553183
AKTS:0,37353484042553187
ALOT:16,274431648936165
ACMR:22,47307872340425
AGNCN:25,644019680851045
ALT:8,115715425531912
ALVR:0,7447694148936174
ARTW:1,8537234972677599
ALKS:26,524284308510623
ALIM:4,2513186440677995
ABCB:51,66791994680847
AMEH:37,04323378378378
ALLR:97,74114627659583
AIHS:0,883696256684492
ALTUW:0,021966666666666673
AMCX:12,631402127659577
AGIO:36,22231569148936
AGRX:0,9410878048780495
AHCO:9,784988563829785
AGEN:10,96631010638297
ANSS:328,04504574468086
AMTB:22,188465425531913
AMNB:46,11468442622951
APAC:9,693001886792453
AEHR:14,304056382978727
AIP:7,273377127659578
AGNCO:24,63862632978724
ASTSW:4,862071122994655
ALLK:1,1502359042553192
APA:30,245728723404266
APDN:5,231325797872337
AMPL:10,022428191489361
APCXW:0,3997091603053435
ANNX:5,470330851063832
AMKR:33,01244494680851
ARWR:26,94566542553192
APTMU:10,653
AEY:1,9586775862068968
ARAV:0,0907361111111111
AMBA:52,586240159574515
ALYA:1,342698148148148
AQMS:0,4281930851063831
ALNY:195,50153617021274
ARRW:11,101133333333335
AMAT:201,24619175531905
ALZN:6,291554787234049
ARIZ:10,550481249999999
AKRO:23,826636968085097
ARIZW:0,1784810344827586
AIRT:21,373023529411764
ARHS:14,203121542553196
ALDX:4,006099468085108
AGNCP:23,72603989361701
ARDX:7,147603191489364
APXIU:11,766874999999999
ALXO:9,964582712765958
